country,country_code_2_digit,country_code_3_digit,population,source,reported_date,confirmed cases_count,deaths_count
Bosnia and Herzegovina,BA,BIH,3280815,"Epidemic intelligence, national daily data",2020-06-11,49,1
Hungary,HU,HUN,9772756,"Epidemic intelligence, national daily data",2020-05-23,35,6
Turkey,TR,TUR,82003882,"Epidemic intelligence, national daily data",2020-03-02,0,0
Ireland,IE,IRL,4904240,"Epidemic intelligence, national daily data",2020-04-29,229,57
Guernsey,GG,GGY,64468,"Epidemic intelligence, national daily data",2020-03-09,0,0
Switzerland,CH,CHE,8544527,"Epidemic intelligence, national daily data",2020-03-10,42,0
Bosnia and Herzegovina,BA,BIH,3280815,"Epidemic intelligence, national daily data",2020-08-22,363,5
France,FR,FRA,67012883,"Epidemic intelligence, national daily data",2020-03-14,785,18
Latvia,LV,LVA,1919968,"Epidemic intelligence, national daily data",2020-08-24,4,0
North Macedonia,MK,MKD,2077132,"Epidemic intelligence, national daily data",2020-06-30,132,12
Finland,FI,FIN,5517919,"Epidemic intelligence, national daily data",2020-05-22,50,2
Georgia,GE,GEO,3989175,"Epidemic intelligence, national daily data",2020-02-06,0,0
Cyprus,CY,CYP,875899,"Epidemic intelligence, national daily data",2020-05-23,4,0
Bulgaria,BG,BGR,7000039,"Epidemic intelligence, national daily data",2020-07-10,330,3
Hungary,HU,HUN,9772756,"Epidemic intelligence, national daily data",2020-07-16,0,0
Italy,IT,ITA,60359546,"Epidemic intelligence, national daily data",2020-07-14,169,13
Bosnia and Herzegovina,BA,BIH,3280815,"Epidemic intelligence, national daily data",2020-09-17,282,11
Sweden,SE,SWE,10230185,"Epidemic intelligence, national daily data",2020-08-30,131,1
Malta,MT,MLT,493559,"Epidemic intelligence, national daily data",2020-08-11,23,0
Belarus,BY,BLR,9449321,"Epidemic intelligence, national daily data",2020-10-09,477,6
Romania,RO,ROU,19414458,"Epidemic intelligence, national daily data",2020-04-20,328,17
San Marino,SM,SMR,34453,"Epidemic intelligence, national daily data",2020-07-27,0,0
San Marino,SM,SMR,34453,"Epidemic intelligence, national daily data",2020-09-16,1,0
Poland,PL,POL,37972812,"Epidemic intelligence, national daily data",2020-01-05,0,0
Bosnia and Herzegovina,BA,BIH,3280815,"Epidemic intelligence, national daily data",2020-10-24,1179,14
the Holy See/ Vatican City State,VA,VAT,809,"Epidemic intelligence, national daily data",2020-02-08,0,0
Gibraltar,GI,GIB,33691,"Epidemic intelligence, national daily data",2020-03-20,10,0
Guernsey,GG,GGY,64468,"Epidemic intelligence, national daily data",2020-06-01,0,0
Portugal,PT,PRT,10276617,"Epidemic intelligence, national daily data",2020-06-10,421,7
Lithuania,LT,LTU,2794184,"Epidemic intelligence, national daily data",2020-06-01,5,0
Estonia,EE,EST,1324820,"Epidemic intelligence, national daily data",2020-03-21,16,0
Georgia,GE,GEO,3989175,"Epidemic intelligence, national daily data",2020-01-18,0,0
the Holy See/ Vatican City State,VA,VAT,809,"Epidemic intelligence, national daily data",2020-01-05,0,0
Bulgaria,BG,BGR,7000039,"Epidemic intelligence, national daily data",2020-05-11,10,1
Austria,AT,AUT,8858775,"Epidemic intelligence, national daily data",2020-02-04,0,0
Netherlands,NL,NLD,17282163,"Epidemic intelligence, national daily data",2020-10-09,5813,13
Sweden,SE,SWE,10230185,"Epidemic intelligence, national daily data",2020-02-14,0,0
Slovenia,SI,SVN,2080908,"Epidemic intelligence, national daily data",2020-06-23,1,0
Austria,AT,AUT,8858775,"Epidemic intelligence, national daily data",2020-03-12,64,0
Isle of Man,,IMN,85032,"Epidemic intelligence, national daily data",2020-07-18,0,0
Portugal,PT,PRT,10276617,"Epidemic intelligence, national daily data",2020-09-15,613,4
Montenegro,ME,MNE,622182,"Epidemic intelligence, national daily data",2020-06-22,3,0
Bulgaria,BG,BGR,7000039,"Epidemic intelligence, national daily data",2020-07-30,284,13
Romania,RO,ROU,19414458,"Epidemic intelligence, national daily data",2020-05-31,151,13
Belgium,BE,BEL,11455519,"Epidemic intelligence, national daily data",2020-04-20,443,190
Norway,NO,NOR,5328212,"Epidemic intelligence, national daily data",2020-02-14,0,0
Jersey,JE,JEY,107796,"Epidemic intelligence, national daily data",2020-06-20,0,1
Latvia,LV,LVA,1919968,"Epidemic intelligence, national daily data",2020-05-11,9,0
Hungary,HU,HUN,9772756,"Epidemic intelligence, national daily data",2020-06-15,12,4
Croatia,HR,HRV,4076246,"Epidemic intelligence, national daily data",2020-05-27,0,1
Montenegro,ME,MNE,622182,"Epidemic intelligence, national daily data",2020-07-11,58,0
Greece,EL,GRC,10724599,"Epidemic intelligence, national daily data",2020-10-12,280,13
Denmark,DK,DNK,5806081,"Epidemic intelligence, national daily data",2020-06-05,40,2
Liechtenstein,LI,LIE,38378,"Epidemic intelligence, national daily data",2020-09-24,1,0
Italy,IT,ITA,60359546,"Epidemic intelligence, national daily data",2020-08-20,642,7
Slovakia,SK,SVK,5450421,"Epidemic intelligence, national daily data",2020-08-06,49,0
Denmark,DK,DNK,5806081,"Epidemic intelligence, national daily data",2020-01-22,0,0
Latvia,LV,LVA,1919968,"Epidemic intelligence, national daily data",2020-07-25,2,0
Bosnia and Herzegovina,BA,BIH,3280815,"Epidemic intelligence, national daily data",2020-07-09,250,1
Iceland,IS,ISL,356991,"Epidemic intelligence, national daily data",2020-03-16,40,0
Luxembourg,LU,LUX,613894,"Epidemic intelligence, national daily data",2020-04-18,36,3
Austria,AT,AUT,8858775,"Epidemic intelligence, national daily data",2020-09-30,722,6
Netherlands,NL,NLD,17282163,"Epidemic intelligence, national daily data",2020-01-29,0,0
Faroes,,FRO,48865,"Epidemic intelligence, national daily data",2020-04-08,1,0
Ukraine,UA,UKR,43733759,"Epidemic intelligence, national daily data",2020-02-26,0,0
Denmark,DK,DNK,5806081,"Epidemic intelligence, national daily data",2020-06-01,36,3
Croatia,HR,HRV,4076246,"Epidemic intelligence, national daily data",2020-06-19,11,0
Slovenia,SI,SVN,2080908,"Epidemic intelligence, national daily data",2020-07-26,14,0
Serbia,RS,SRB,6963764,"Epidemic intelligence, national daily data",2020-08-15,235,4
the Holy See/ Vatican City State,VA,VAT,809,"Epidemic intelligence, national daily data",2020-07-01,0,0
Turkey,TR,TUR,82003882,"Epidemic intelligence, national daily data",2020-01-19,0,0
Albania,AL,ALB,2862427,"Epidemic intelligence, national daily data",2020-02-15,0,0
Liechtenstein,LI,LIE,38378,"Epidemic intelligence, national daily data",2020-04-20,0,0
Latvia,LV,LVA,1919968,"Epidemic intelligence, national daily data",2020-03-07,0,0
Austria,AT,AUT,8858775,"Epidemic intelligence, national daily data",2020-07-17,153,0
Portugal,PT,PRT,10276617,"Epidemic intelligence, national daily data",2020-02-19,0,0
Greece,EL,GRC,10724599,"Epidemic intelligence, national daily data",2020-04-23,7,0
Norway,NO,NOR,5328212,"Epidemic intelligence, national daily data",2020-01-02,0,0
Belgium,BE,BEL,11455519,"Epidemic intelligence, national daily data",2020-03-05,53,0
Portugal,PT,PRT,10276617,"Epidemic intelligence, national daily data",2020-05-16,264,6
Turkey,TR,TUR,82003882,"Epidemic intelligence, national daily data",2020-10-07,1511,55
the Holy See/ Vatican City State,VA,VAT,809,"Epidemic intelligence, national daily data",2020-01-14,0,0
Hungary,HU,HUN,9772756,"Epidemic intelligence, national daily data",2020-06-16,1,2
Estonia,EE,EST,1324820,"Epidemic intelligence, national daily data",2020-05-03,5,1
San Marino,SM,SMR,34453,"Epidemic intelligence, national daily data",2020-03-16,6,2
San Marino,SM,SMR,34453,"Epidemic intelligence, national daily data",2020-02-22,0,0
France,FR,FRA,67012883,"Epidemic intelligence, national daily data",2020-04-29,1065,367
Bosnia and Herzegovina,BA,BIH,3280815,"Epidemic intelligence, national daily data",2020-05-01,68,4
Portugal,PT,PRT,10276617,"Epidemic intelligence, national daily data",2020-07-04,374,11
Norway,NO,NOR,5328212,"Epidemic intelligence, national daily data",2020-06-06,27,0
Georgia,GE,GEO,3989175,"Epidemic intelligence, national daily data",2020-07-25,13,0
Poland,PL,POL,37972812,"Epidemic intelligence, national daily data",2020-09-07,437,7
Isle of Man,,IMN,85032,"Epidemic intelligence, national daily data",2020-05-21,1,0
Faroes,,FRO,48865,"Epidemic intelligence, national daily data",2020-05-24,0,0
Ireland,IE,IRL,4904240,"Epidemic intelligence, national daily data",2020-08-25,147,0
Spain,ES,ESP,46937060,"Epidemic intelligence, national daily data",2020-09-23,11289,130
the Holy See/ Vatican City State,VA,VAT,809,"Epidemic intelligence, national daily data",2020-05-17,0,0
Faroes,,FRO,48865,"Epidemic intelligence, national daily data",2020-04-28,0,0
Denmark,DK,DNK,5806081,"Epidemic intelligence, national daily data",2020-05-09,135,6
Montenegro,ME,MNE,622182,"Epidemic intelligence, national daily data",2020-06-21,4,0
France,FR,FRA,67012883,"Epidemic intelligence, national daily data",2020-10-05,12545,32
Liechtenstein,LI,LIE,38378,"Epidemic intelligence, national daily data",2020-05-20,0,0
Ukraine,UA,UKR,43733759,"Epidemic intelligence, national daily data",2020-03-07,0,0
Bulgaria,BG,BGR,7000039,"Epidemic intelligence, national daily data",2020-02-20,0,0
Azerbaijan,AZ,AZE,10139175,"Epidemic intelligence, national daily data",2020-02-28,0,0
Germany,DE,DEU,83019213,"Epidemic intelligence, national daily data",2020-08-18,1390,4
Isle of Man,,IMN,85032,"Epidemic intelligence, national daily data",2020-02-23,0,0
Bosnia and Herzegovina,BA,BIH,3280815,"Epidemic intelligence, national daily data",2020-09-29,80,12
Gibraltar,GI,GIB,33691,"Epidemic intelligence, national daily data",2020-08-24,0,0
Belarus,BY,BLR,9449321,"Epidemic intelligence, national daily data",2020-02-28,1,0
Russia,RU,RUS,145934460,"Epidemic intelligence, national daily data",2020-05-02,7933,96
Romania,RO,ROU,19414458,"Epidemic intelligence, national daily data",2020-09-29,1271,30
San Marino,SM,SMR,34453,"Epidemic intelligence, national daily data",2020-09-20,0,0
Russia,RU,RUS,145934460,"Epidemic intelligence, national daily data",2020-06-19,7790,312
Estonia,EE,EST,1324820,"Epidemic intelligence, national daily data",2020-02-04,0,0
Finland,FI,FIN,5517919,"Epidemic intelligence, national daily data",2020-06-26,5,0
Germany,DE,DEU,83019213,"Epidemic intelligence, national daily data",2020-07-14,412,4
Luxembourg,LU,LUX,613894,"Epidemic intelligence, national daily data",2020-09-21,86,0
Slovakia,SK,SVK,5450421,"Epidemic intelligence, national daily data",2020-10-19,1567,6
Belgium,BE,BEL,11455519,"Epidemic intelligence, national daily data",2020-07-23,553,2
Georgia,GE,GEO,3989175,"Epidemic intelligence, national daily data",2020-03-28,2,0
Denmark,DK,DNK,5806081,"Epidemic intelligence, national daily data",2020-03-24,65,11
Turkey,TR,TUR,82003882,"Epidemic intelligence, national daily data",2020-08-03,987,18
Germany,DE,DEU,83019213,"Epidemic intelligence, national daily data",2020-05-29,741,39
Belarus,BY,BLR,9449321,"Epidemic intelligence, national daily data",2020-05-15,947,5
Armenia,AM,ARM,2963234,"Epidemic intelligence, national daily data",2020-05-22,322,4
Iceland,IS,ISL,356991,"Epidemic intelligence, national daily data",2020-07-12,0,0
Azerbaijan,AZ,AZE,10139175,"Epidemic intelligence, national daily data",2020-03-13,0,0
Monaco,MC,MCO,33085,"Epidemic intelligence, national daily data",2020-04-14,0,0
Spain,ES,ESP,46937060,"Epidemic intelligence, national daily data",2020-05-28,1137,1
Belarus,BY,BLR,9449321,"Epidemic intelligence, national daily data",2020-04-24,741,2
Austria,AT,AUT,8858775,"Epidemic intelligence, national daily data",2020-03-19,314,1
Bulgaria,BG,BGR,7000039,"Epidemic intelligence, national daily data",2020-04-03,35,0
Latvia,LV,LVA,1919968,"Epidemic intelligence, national daily data",2020-09-23,34,0
Greece,EL,GRC,10724599,"Epidemic intelligence, national daily data",2020-07-29,52,1
Sweden,SE,SWE,10230185,"Epidemic intelligence, national daily data",2020-04-08,738,84
Jersey,JE,JEY,107796,"Epidemic intelligence, national daily data",2020-07-15,0,0
North Macedonia,MK,MKD,2077132,"Epidemic intelligence, national daily data",2020-01-22,0,0
Slovenia,SI,SVN,2080908,"Epidemic intelligence, national daily data",2020-03-13,39,0
Latvia,LV,LVA,1919968,"Epidemic intelligence, national daily data",2020-05-05,17,0
Moldova,MD,MDA,4033963,"Epidemic intelligence, national daily data",2020-03-15,12,0
Georgia,GE,GEO,3989175,"Epidemic intelligence, national daily data",2020-08-15,0,0
Isle of Man,,IMN,85032,"Epidemic intelligence, national daily data",2020-09-17,0,0
Ukraine,UA,UKR,43733759,"Epidemic intelligence, national daily data",2020-08-12,1433,19
North Macedonia,MK,MKD,2077132,"Epidemic intelligence, national daily data",2020-09-22,45,7
Bulgaria,BG,BGR,7000039,"Epidemic intelligence, national daily data",2020-02-07,0,0
France,FR,FRA,67012883,"Epidemic intelligence, national daily data",2020-05-24,240,43
Serbia,RS,SRB,6963764,"Epidemic intelligence, national daily data",2020-04-17,445,4
Italy,IT,ITA,60359546,"Epidemic intelligence, national daily data",2020-10-13,4619,39
Bosnia and Herzegovina,BA,BIH,3280815,"Epidemic intelligence, national daily data",2020-01-16,0,0
Serbia,RS,SRB,6963764,"Epidemic intelligence, national daily data",2020-02-27,0,0
Albania,AL,ALB,2862427,"Epidemic intelligence, national daily data",2020-01-24,0,0
Slovenia,SI,SVN,2080908,"Epidemic intelligence, national daily data",2020-07-17,19,0
San Marino,SM,SMR,34453,"Epidemic intelligence, national daily data",2020-08-15,0,0
Jersey,JE,JEY,107796,"Epidemic intelligence, national daily data",2020-06-24,0,0
Switzerland,CH,CHE,8544527,"Epidemic intelligence, national daily data",2020-01-04,0,0
Bulgaria,BG,BGR,7000039,"Epidemic intelligence, national daily data",2020-09-13,92,4
Turkey,TR,TUR,82003882,"Epidemic intelligence, national daily data",2020-09-23,1692,65
Slovakia,SK,SVK,5450421,"Epidemic intelligence, national daily data",2020-05-06,8,0
United Kingdom,UK,GBR,66647112,"Epidemic intelligence, national daily data",2020-06-12,1199,76
San Marino,SM,SMR,34453,"Epidemic intelligence, national daily data",2020-07-24,0,0
Belgium,BE,BEL,11455519,"Epidemic intelligence, national daily data",2020-10-06,5248,14
Bulgaria,BG,BGR,7000039,"Epidemic intelligence, national daily data",2020-02-18,0,0
Slovenia,SI,SVN,2080908,"Epidemic intelligence, national daily data",2020-09-22,50,0
Sweden,SE,SWE,10230185,"Epidemic intelligence, national daily data",2020-07-02,684,15
Albania,AL,ALB,2862427,"Epidemic intelligence, national daily data",2020-04-18,21,0
Switzerland,CH,CHE,8544527,"Epidemic intelligence, national daily data",2020-09-02,216,1
Bulgaria,BG,BGR,7000039,"Epidemic intelligence, national daily data",2020-03-11,0,0
Czechia,CZ,CZE,10649800,"Epidemic intelligence, national daily data",2020-09-01,251,1
Montenegro,ME,MNE,622182,"Epidemic intelligence, national daily data",2020-02-26,0,0
Hungary,HU,HUN,9772756,"Epidemic intelligence, national daily data",2020-10-09,1176,15
Serbia,RS,SRB,6963764,"Epidemic intelligence, national daily data",2020-06-22,91,1
United Kingdom,UK,GBR,66647112,"Epidemic intelligence, national daily data",2020-03-09,60,0
Belarus,BY,BLR,9449321,"Epidemic intelligence, national daily data",2020-08-05,84,3
Kosovo,,RKS,1798506,"Epidemic intelligence, national daily data",2020-06-05,5,0
Slovakia,SK,SVK,5450421,"Epidemic intelligence, national daily data",2020-04-27,6,1
Azerbaijan,AZ,AZE,10139175,"Epidemic intelligence, national daily data",2020-08-08,129,4
Malta,MT,MLT,493559,"Epidemic intelligence, national daily data",2020-07-10,1,0
Liechtenstein,LI,LIE,38378,"Epidemic intelligence, national daily data",2020-08-18,1,0
Norway,NO,NOR,5328212,"Epidemic intelligence, national daily data",2020-08-23,0,0
the Holy See/ Vatican City State,VA,VAT,809,"Epidemic intelligence, national daily data",2020-10-04,0,0
Cyprus,CY,CYP,875899,"Epidemic intelligence, national daily data",2020-10-08,21,1
Cyprus,CY,CYP,875899,"Epidemic intelligence, national daily data",2020-09-22,3,0
Czechia,CZ,CZE,10649800,"Epidemic intelligence, national daily data",2020-02-01,0,0
San Marino,SM,SMR,34453,"Epidemic intelligence, national daily data",2020-03-18,2,2
Bosnia and Herzegovina,BA,BIH,3280815,"Epidemic intelligence, national daily data",2020-08-19,316,20
San Marino,SM,SMR,34453,"Epidemic intelligence, national daily data",2020-06-13,3,0
France,FR,FRA,67012883,"Epidemic intelligence, national daily data",2020-04-22,2667,531
Austria,AT,AUT,8858775,"Epidemic intelligence, national daily data",2020-01-30,0,0
Monaco,MC,MCO,33085,"Epidemic intelligence, national daily data",2020-07-16,0,0
Monaco,MC,MCO,33085,"Epidemic intelligence, national daily data",2020-03-17,0,0
Bosnia and Herzegovina,BA,BIH,3280815,"Epidemic intelligence, national daily data",2020-02-21,0,0
Croatia,HR,HRV,4076246,"Epidemic intelligence, national daily data",2020-04-06,56,3
Georgia,GE,GEO,3989175,"Epidemic intelligence, national daily data",2020-08-02,3,0
San Marino,SM,SMR,34453,"Epidemic intelligence, national daily data",2020-01-22,0,0
San Marino,SM,SMR,34453,"Epidemic intelligence, national daily data",2020-01-27,0,0
Faroes,,FRO,48865,"Epidemic intelligence, national daily data",2020-03-18,7,0
Andorra,AD,AND,76177,"Epidemic intelligence, national daily data",2020-05-17,0,2
Albania,AL,ALB,2862427,"Epidemic intelligence, national daily data",2020-07-11,90,2
Armenia,AM,ARM,2963234,"Epidemic intelligence, national daily data",2020-10-24,2474,14
Armenia,AM,ARM,2963234,"Epidemic intelligence, national daily data",2020-08-07,233,2
France,FR,FRA,67012883,"Epidemic intelligence, national daily data",2020-05-04,308,135
Jersey,JE,JEY,107796,"Epidemic intelligence, national daily data",2020-05-25,0,0
Monaco,MC,MCO,33085,"Epidemic intelligence, national daily data",2020-03-19,0,0
